ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.5471,Myles,Turner,C,IND,BKN,BKN@IND,7:30PM EST,24,32.9," "," "
nba.p.5576,Keifer,Sykes,PG,IND,BKN,BKN@IND,7:30PM EST,10,10.2," "," "
nba.p.5582,T.J.,McConnell,PG,IND,BKN,BKN@IND,7:30PM EST,10,22.6,INJ," "
nba.p.5642,Domantas,Sabonis,PF,IND,BKN,BKN@IND,7:30PM EST,39,40.9," "," "
nba.p.5651,Caris,LeVert,SG,IND,BKN,BKN@IND,7:30PM EST,30,30.7,INJ," "
nba.p.5667,Malcolm,Brogdon,PG,IND,BKN,BKN@IND,7:30PM EST,30,36.2,INJ," "
nba.p.5893,Torrey,Craig,SF,IND,BKN,BKN@IND,7:30PM EST,10,12.0," "," "
nba.p.6206,Goga,Bitadze,C,IND,BKN,BKN@IND,7:30PM EST,10,8.2,INJ," "
nba.p.6281,Kelan,Martin,PF,IND,BKN,BKN@IND,7:30PM EST,10,11.7,INJ," "
nba.p.6290,Oshae,Brissett,PF,IND,BKN,BKN@IND,7:30PM EST,10,13.5," "," "
nba.p.6555,Chris,Duarte,SG,IND,BKN,BKN@IND,7:30PM EST,14,22.9,INJ," "
nba.p.6564,Isaiah,Jackson,PF,IND,BKN,BKN@IND,7:30PM EST,10,5.1,INJ," "
nba.p.6607,Duane,Washington Jr.,PG,IND,BKN,BKN@IND,7:30PM EST,12,10.4," "," "
nba.p.6609,Terry,Taylor,SG,IND,BKN,BKN@IND,7:30PM EST,10,0.0," "," "
nba.p.6472,Nate,Hinton,SG,IND,BKN,BKN@IND,7:30PM EST,10,-1.0," "," "
nba.p.6501,Ahmad,Caver,SG,IND,BKN,BKN@IND,7:30PM EST,10,0.0," "," "
nba.p.4771,Lance,Stephenson,SF,IND,BKN,BKN@IND,7:30PM EST,10,7.6," "," "
nba.p.5481,Justin,Anderson,SF,IND,BKN,BKN@IND,7:30PM EST,10,8.2," "," "
nba.p.3971,Lou,Williams,SG,ATL,SAC,ATL@SAC,10:00PM EST,10,11.8," "," "
nba.p.4468,Danilo,Gallinari,PF,ATL,SAC,ATL@SAC,10:00PM EST,14,18.3," "," "
nba.p.5191,Gorgui,Dieng,C,ATL,SAC,ATL@SAC,10:00PM EST,10,10.3,INJ," "
nba.p.5193,Solomon,Hill,PF,ATL,SAC,ATL@SAC,10:00PM EST,10,5.4,INJ," "
nba.p.5336,Clint,Capela,C,ATL,SAC,ATL@SAC,10:00PM EST,32,36.2," "," "
nba.p.5338,Bogdan,Bogdanovic,SG,ATL,SAC,ATL@SAC,10:00PM EST,14,21.4,INJ," "
nba.p.5480,Delon,Wright,PG,ATL,SAC,ATL@SAC,10:00PM EST,14,13.3," "," "
nba.p.5655,Timothe,Luwawu-Cabarrot,SF,ATL,SAC,ATL@SAC,10:00PM EST,10,8.1," "," "
nba.p.5713,Cat,Barber,PG,ATL,SAC,ATL@SAC,10:00PM EST,10,2.4," "," "
nba.p.5832,John,Collins,PF,ATL,SAC,ATL@SAC,10:00PM EST,30,34.8,INJ," "
nba.p.5895,Cameron,Oliver,SF,ATL,SAC,ATL@SAC,10:00PM EST,10,20.4," "," "
nba.p.6016,Trae,Young,PG,ATL,SAC,ATL@SAC,10:00PM EST,47,46.5,GTD," "
nba.p.6030,Kevin,Huerter,SF,ATL,SAC,ATL@SAC,10:00PM EST,14,19.3," "," "
nba.p.6166,De'Andre,Hunter,SF,ATL,SAC,ATL@SAC,10:00PM EST,10,16.8,INJ," "
nba.p.6172,Cam,Reddish,SF,ATL,SAC,ATL@SAC,10:00PM EST,16,20.1,GTD," "
nba.p.6312,Chris,Clemons,PG,ATL,SAC,ATL@SAC,10:00PM EST,10,0.0," "," "
nba.p.6398,Onyeka,Okongwu,C,ATL,SAC,ATL@SAC,10:00PM EST,12,23.5," "," "
nba.p.6442,Skylar,Mays,SG,ATL,SAC,ATL@SAC,10:00PM EST,10,9.8," "," "
nba.p.6562,Jalen,Johnson,PF,ATL,SAC,ATL@SAC,10:00PM EST,10,3.7,INJ," "
nba.p.6590,Sharife,Cooper,PG,ATL,SAC,ATL@SAC,10:00PM EST,10,1.4," "," "
nba.p.6627,Chaundee,Brown Jr.,SF,ATL,SAC,ATL@SAC,10:00PM EST,10,12.2," "," "
nba.p.6660,Malcolm,Hill,SG,ATL,SAC,ATL@SAC,10:00PM EST,10,13.6,INJ," "
nba.p.6677,Malik,Ellison,SF,ATL,SAC,ATL@SAC,10:00PM EST,10,0.0,INJ," "
nba.p.6682,Justin,Tillman,PF,ATL,SAC,ATL@SAC,10:00PM EST,10,0.0," "," "
nba.p.4884,Tristan,Thompson,C,SAC,ATL,ATL@SAC,10:00PM EST,10,15.3," "," "
nba.p.5013,Harrison,Barnes,SF,SAC,ATL,ATL@SAC,10:00PM EST,21,28.5," "," "
nba.p.5021,Moe,Harkless,PF,SAC,ATL,ATL@SAC,10:00PM EST,10,9.8," "," "
nba.p.5156,Alex,Len,C,SAC,ATL,ATL@SAC,10:00PM EST,10,15.1," "," "
nba.p.5497,Richaun,Holmes,C,SAC,ATL,ATL@SAC,10:00PM EST,18,27.6,INJ," "
nba.p.5637,Buddy,Hield,SG,SAC,ATL,ATL@SAC,10:00PM EST,16,24.9," "," "
nba.p.5661,Damian,Jones,C,SAC,ATL,ATL@SAC,10:00PM EST,12,12.9," "," "
nba.p.5767,De'Aaron,Fox,PG,SAC,ATL,ATL@SAC,10:00PM EST,28,34.9," "," "
nba.p.5959,Marvin,Bagley III,PF,SAC,ATL,ATL@SAC,10:00PM EST,10,18.2," "," "
nba.p.6060,Chimezie,Metu,PF,SAC,ATL,ATL@SAC,10:00PM EST,15,22.3,INJ," "
nba.p.6280,Terence,Davis,SF,SAC,ATL,ATL@SAC,10:00PM EST,12,17.1,INJ," "
nba.p.6335,Louis,King,SF,SAC,ATL,ATL@SAC,10:00PM EST,10,9.2," "," "
nba.p.6404,Tyrese,Haliburton,SG,SAC,ATL,ATL@SAC,10:00PM EST,30,33.7," "," "
nba.p.6432,Robert,Woodard II,SG,SAC,ATL,ATL@SAC,10:00PM EST,10,0.9,GTD," "
nba.p.6435,Jahmi'us,Ramsey,SG,SAC,ATL,ATL@SAC,10:00PM EST,10,3.6," "," "
nba.p.6551,Davion,Mitchell,PG,SAC,ATL,ATL@SAC,10:00PM EST,10,19.3," "," "
nba.p.6581,Neemias,Queta,C,SAC,ATL,ATL@SAC,10:00PM EST,10,5.5," "," "
nba.p.4507,Goran,Dragic,PG,TOR,MIL,TOR@MIL,8:00PM EST,10,17.1,INJ," "
nba.p.5390,Khem,Birch,C,TOR,MIL,TOR@MIL,8:00PM EST,11,18.6," "," "
nba.p.5658,Pascal,Siakam,PF,TOR,MIL,TOR@MIL,8:00PM EST,36,38.9," "," "
nba.p.5727,Fred,VanVleet,PG,TOR,MIL,TOR@MIL,8:00PM EST,37,40.6," "," "
nba.p.5836,OG,Anunoby,SF,TOR,MIL,TOR@MIL,8:00PM EST,27,34.5," "," "
nba.p.5894,Chris,Boucher,C,TOR,MIL,TOR@MIL,8:00PM EST,20,18.8," "," "
nba.p.6048,Gary,Trent Jr.,SG,TOR,MIL,TOR@MIL,8:00PM EST,19,29.0," "," "
nba.p.6050,Isaac,Bonga,SF,TOR,MIL,TOR@MIL,8:00PM EST,10,4.1," "," "
nba.p.6058,Svi,Mykhailiuk,SG,TOR,MIL,TOR@MIL,8:00PM EST,10,13.0,INJ," "
nba.p.6132,Yuta,Watanabe,SF,TOR,MIL,TOR@MIL,8:00PM EST,11,17.0,INJ," "
nba.p.6412,Precious,Achiuwa,C,TOR,MIL,TOR@MIL,8:00PM EST,10,21.6," "," "
nba.p.6421,Malachi,Flynn,PG,TOR,MIL,TOR@MIL,8:00PM EST,10,7.3," "," "
nba.p.6425,Daniel,Oturu,C,TOR,MIL,TOR@MIL,8:00PM EST,10,7.0," "," "
nba.p.6515,Scottie,Barnes,SF,TOR,MIL,TOR@MIL,8:00PM EST,28,34.3," "," "
nba.p.6588,Dalano,Banton,PG,TOR,MIL,TOR@MIL,8:00PM EST,10,9.8," "," "
nba.p.6589,David,Johnson,SG,TOR,MIL,TOR@MIL,8:00PM EST,10,0.0,INJ," "
nba.p.6632,Justin,Champagnie,PF,TOR,MIL,TOR@MIL,8:00PM EST,10,4.8," "," "
nba.p.4472,Brook,Lopez,C,MIL,TOR,TOR@MIL,8:00PM EST,10,26.0,INJ," "
nba.p.4488,George,Hill,PG,MIL,TOR,TOR@MIL,8:00PM EST,10,16.3," "," "
nba.p.4622,Jrue,Holiday,PG,MIL,TOR,TOR@MIL,8:00PM EST,39,37.5," "," "
nba.p.4694,Wesley,Matthews,SG,MIL,TOR,TOR@MIL,8:00PM EST,10,9.4," "," "
nba.p.4720,DeMarcus,Cousins,C,MIL,TOR,TOR@MIL,8:00PM EST,15,19.8," "," "
nba.p.5073,Khris,Middleton,SF,MIL,TOR,TOR@MIL,8:00PM EST,26,32.6," "," "
nba.p.5185,Giannis,Antetokounmpo,PF,MIL,TOR,TOR@MIL,8:00PM EST,56,55.1," "," "
nba.p.5334,Rodney,Hood,SG,MIL,TOR,TOR@MIL,8:00PM EST,10,7.9," "," "
nba.p.5362,Thanasis,Antetokounmpo,SF,MIL,TOR,TOR@MIL,8:00PM EST,10,9.5,INJ," "
nba.p.5482,Bobby,Portis,C,MIL,TOR,TOR@MIL,8:00PM EST,24,31.6," "," "
nba.p.5501,Pat,Connaughton,SF,MIL,TOR,TOR@MIL,8:00PM EST,11,22.1,INJ," "
nba.p.5850,Semi,Ojeleye,PF,MIL,TOR,TOR@MIL,8:00PM EST,10,9.8,INJ," "
nba.p.6028,Donte,DiVincenzo,SG,MIL,TOR,TOR@MIL,8:00PM EST,10,14.8,INJ," "
nba.p.6032,Grayson,Allen,SG,MIL,TOR,TOR@MIL,8:00PM EST,11,20.7,INJ," "
nba.p.6437,Jordan,Nwora,PF,MIL,TOR,TOR@MIL,8:00PM EST,17,16.8,INJ," "
nba.p.6596,Sandro,Mamukelashvili,PF,MIL,TOR,TOR@MIL,8:00PM EST,10,7.8," "," "
nba.p.6653,Javonte,Smart,PG,MIL,TOR,TOR@MIL,8:00PM EST,10,7.6," "," "
nba.p.5903,Luke,Kornet,C,MIL,TOR,TOR@MIL,8:00PM EST,10,6.0," "," "
nba.p.4718,Derrick,Favors,C,OKC,MIN,OKC@MIN,8:00PM EST,10,14.0," "," "
nba.p.5214,Mike,Muscala,C,OKC,MIN,OKC@MIN,8:00PM EST,10,14.8," "," "
nba.p.5291,Scotty,Hopson,SG,OKC,MIN,OKC@MIN,8:00PM EST,10,4.7," "," "
nba.p.6022,Shai,Gilgeous-Alexander,PG,OKC,MIN,OKC@MIN,8:00PM EST,38,39.1," "," "
nba.p.6076,Kenrich,Williams,SF,OKC,MIN,OKC@MIN,8:00PM EST,10,16.5," "," "
nba.p.6149,Paul,Watson,SG,OKC,MIN,OKC@MIN,8:00PM EST,10,9.9," "," "
nba.p.6211,Darius,Bazley,PF,OKC,MIN,OKC@MIN,8:00PM EST,14,23.3," "," "
nba.p.6212,Ty,Jerome,SG,OKC,MIN,OKC@MIN,8:00PM EST,13,12.9," "," "
nba.p.6233,Isaiah,Roby,C,OKC,MIN,OKC@MIN,8:00PM EST,10,12.6," "," "
nba.p.6249,Jaylen,Hoard,SF,OKC,MIN,OKC@MIN,8:00PM EST,10,2.4," "," "
nba.p.6254,Luguentz,Dort,SF,OKC,MIN,OKC@MIN,8:00PM EST,19,26.0,O," "
nba.p.6409,Aleksej,Pokusevski,PF,OKC,MIN,OKC@MIN,8:00PM EST,10,12.9," "," "
nba.p.6426,Theo,Maledon,PG,OKC,MIN,OKC@MIN,8:00PM EST,10,8.2," "," "
nba.p.6429,Vit,Krejci,PG,OKC,MIN,OKC@MIN,8:00PM EST,10,1.5,INJ," "
nba.p.6508,Gabriel,Deck,SF,OKC,MIN,OKC@MIN,8:00PM EST,10,5.1," "," "
nba.p.6548,Josh,Giddey,SG,OKC,MIN,OKC@MIN,8:00PM EST,28,31.3," "," "
nba.p.6560,Tre,Mann,PG,OKC,MIN,OKC@MIN,8:00PM EST,10,12.0," "," "
nba.p.6574,Jeremiah,Robinson-Earl,C,OKC,MIN,OKC@MIN,8:00PM EST,10,16.8,INJ," "
nba.p.6597,Aaron,Wiggins,SG,OKC,MIN,OKC@MIN,8:00PM EST,13,13.0," "," "
nba.p.6647,Rob,Edwards,SG,OKC,MIN,OKC@MIN,8:00PM EST,10,2.8," "," "
nba.p.6673,Olivier,Sarr,SG,OKC,MIN,OKC@MIN,8:00PM EST,10,8.0," "," "
nba.p.4647,Patrick,Beverley,PG,MIN,OKC,OKC@MIN,8:00PM EST,20,26.6," "," "
nba.p.4722,Greg,Monroe,C,MIN,OKC,OKC@MIN,8:00PM EST,10,25.2," "," "
nba.p.5432,Karl-Anthony,Towns,C,MIN,OKC,OKC@MIN,8:00PM EST,40,43.9,INJ," "
nba.p.5433,D'Angelo,Russell,SG,MIN,OKC,OKC@MIN,8:00PM EST,30,35.4,INJ," "
nba.p.5643,Taurean,Prince,SF,MIN,OKC,OKC@MIN,8:00PM EST,11,10.4," "," "
nba.p.5650,Malik,Beasley,SG,MIN,OKC,OKC@MIN,8:00PM EST,18,20.7," "," "
nba.p.5678,Jake,Layman,SF,MIN,OKC,OKC@MIN,8:00PM EST,10,5.7," "," "
nba.p.6031,Josh,Okogie,SF,MIN,OKC,OKC@MIN,8:00PM EST,10,8.8," "," "
nba.p.6052,Jarred,Vanderbilt,PF,MIN,OKC,OKC@MIN,8:00PM EST,20,23.9," "," "
nba.p.6133,Jordan,McLaughlin,PG,MIN,OKC,OKC@MIN,8:00PM EST,10,8.6," "," "
nba.p.6231,Jaylen,Nowell,PG,MIN,OKC,OKC@MIN,8:00PM EST,12,13.9," "," "
nba.p.6253,Naz,Reid,C,MIN,OKC,OKC@MIN,8:00PM EST,16,18.5," "," "
nba.p.6355,Anthony,Edwards,SF,MIN,OKC,OKC@MIN,8:00PM EST,34,37.4," "," "
nba.p.6415,Leandro,Bolmaro,PG,MIN,OKC,OKC@MIN,8:00PM EST,10,3.9," "," "
nba.p.6420,Jaden,McDaniels,PF,MIN,OKC,OKC@MIN,8:00PM EST,15,18.8," "," "
nba.p.6462,Nathan,Knight,C,MIN,OKC,OKC@MIN,8:00PM EST,10,9.3," "," "
nba.p.6608,McKinley,Wright IV,PG,MIN,OKC,OKC@MIN,8:00PM EST,10,2.0,INJ," "
nba.p.4651,Danny,Green,SF,PHI,ORL,PHI@ORL,7:00PM EST,11,18.0," "," "
nba.p.4901,Tobias,Harris,PF,PHI,ORL,PHI@ORL,7:00PM EST,29,34.7," "," "
nba.p.5015,Andre,Drummond,C,PHI,ORL,PHI@ORL,7:00PM EST,27,24.9," "," "
nba.p.5245,Seth,Curry,SG,PHI,ORL,PHI@ORL,7:00PM EST,21,26.0," "," "
nba.p.5294,Joel,Embiid,C,PHI,ORL,PHI@ORL,7:00PM EST,51,51.0," "," "
nba.p.5600,Ben,Simmons,PG,PHI,ORL,PHI@ORL,7:00PM EST,10,37.2,INJ," "
nba.p.5657,Furkan,Korkmaz,SG,PHI,ORL,PHI@ORL,7:00PM EST,13,17.4," "," "
nba.p.5681,Georges,Niang,PF,PHI,ORL,PHI@ORL,7:00PM EST,10,17.3," "," "
nba.p.6065,Shake,Milton,PG,PHI,ORL,PHI@ORL,7:00PM EST,10,20.7,O," "
nba.p.6208,Matisse,Thybulle,SF,PHI,ORL,PHI@ORL,7:00PM EST,10,17.9,INJ," "
nba.p.6413,Tyrese,Maxey,PG,PHI,ORL,PHI@ORL,7:00PM EST,22,30.2,INJ," "
nba.p.6441,Isaiah,Joe,SG,PHI,ORL,PHI@ORL,7:00PM EST,10,7.3," "," "
nba.p.6450,Paul,Reed,SF,PHI,ORL,PHI@ORL,7:00PM EST,10,9.1,O," "
nba.p.6489,Myles,Powell,SG,PHI,ORL,PHI@ORL,7:00PM EST,10,2.1,INJ," "
nba.p.6570,Jaden,Springer,SG,PHI,ORL,PHI@ORL,7:00PM EST,10,4.7,INJ," "
nba.p.6595,Charles,Bassey,C,PHI,ORL,PHI@ORL,7:00PM EST,10,10.5," "," "
nba.p.6610,Aaron,Henry,SF,PHI,ORL,PHI@ORL,7:00PM EST,10,1.3," "," "
nba.p.4477,Robin,Lopez,C,ORL,PHI,PHI@ORL,7:00PM EST,11,16.0,INJ," "
nba.p.4937,E'Twaun,Moore,SG,ORL,PHI,PHI@ORL,7:00PM EST,10,9.6,INJ," "
nba.p.5014,Terrence,Ross,SF,ORL,PHI,PHI@ORL,7:00PM EST,15,19.3," "," "
nba.p.5162,Michael,Carter-Williams,PG,ORL,PHI,PHI@ORL,7:00PM EST,10,22.3,INJ," "
nba.p.5330,Gary,Harris,SG,ORL,PHI,PHI@ORL,7:00PM EST,14,19.0," "," "
nba.p.5414,Tim,Frazier,PG,ORL,PHI,PHI@ORL,7:00PM EST,10,12.6," "," "
nba.p.5763,Markelle,Fultz,PG,ORL,PHI,PHI@ORL,7:00PM EST,10,25.8,INJ," "
nba.p.5768,Jonathan,Isaac,SF,ORL,PHI,PHI@ORL,7:00PM EST,10,0.0,INJ," "
nba.p.6017,Mo,Bamba,C,ORL,PHI,PHI@ORL,7:00PM EST,20,29.7," "," "
nba.p.6018,Wendell,Carter Jr.,PF,ORL,PHI,PHI@ORL,7:00PM EST,28,32.2," "," "
nba.p.6036,Moritz,Wagner,PF,ORL,PHI,PHI@ORL,7:00PM EST,10,11.2,GTD," "
nba.p.6204,Chuma,Okeke,PF,ORL,PHI,PHI@ORL,7:00PM EST,16,18.2," "," "
nba.p.6230,Admiral,Schofield,SF,ORL,PHI,PHI@ORL,7:00PM EST,10,10.6," "," "
nba.p.6235,Ignas,Brazdeikis,SF,ORL,PHI,PHI@ORL,7:00PM EST,10,4.8," "," "
nba.p.6283,Hassani,Gravett,PG,ORL,PHI,PHI@ORL,7:00PM EST,10,14.3," "," "
nba.p.6307,Mychal,Mulder,SG,ORL,PHI,PHI@ORL,7:00PM EST,10,6.1," "," "
nba.p.6407,Cole,Anthony,PG,ORL,PHI,PHI@ORL,7:00PM EST,29,36.2,INJ," "
nba.p.6416,R.J.,Hampton,PG,ORL,PHI,PHI@ORL,7:00PM EST,10,15.7," "," "
nba.p.6469,Freddie,Gillespie,C,ORL,PHI,PHI@ORL,7:00PM EST,10,10.8," "," "
nba.p.6516,Jalen,Suggs,SG,ORL,PHI,PHI@ORL,7:00PM EST,19,23.2,INJ," "
nba.p.6550,Franz,Wagner,SF,ORL,PHI,PHI@ORL,7:00PM EST,26,28.5," "," "
nba.p.6293,Charlie,Brown,SF,PHI,ORL,PHI@ORL,7:00PM EST,10,4.6," "," "
nba.p.3765,Udonis,Haslem,PF,MIA,POR,MIA@POR,10:00PM EST,10,6.4,INJ," "
nba.p.4152,Kyle,Lowry,PG,MIA,POR,MIA@POR,10:00PM EST,30,32.8," "," "
nba.p.4163,P.J.,Tucker,PF,MIA,POR,MIA@POR,10:00PM EST,13,19.6," "," "
nba.p.4894,Markieff,Morris,PF,MIA,POR,MIA@POR,10:00PM EST,10,13.2,INJ," "
nba.p.4912,Jimmy,Butler,SF,MIA,POR,MIA@POR,10:00PM EST,45,43.3,O," "
nba.p.5153,Victor,Oladipo,PG,MIA,POR,MIA@POR,10:00PM EST,10,35.5,INJ," "
nba.p.5256,Dewayne,Dedmon,C,MIA,POR,MIA@POR,10:00PM EST,16,16.7,INJ," "
nba.p.5827,Bam,Adebayo,C,MIA,POR,MIA@POR,10:00PM EST,34,37.1,INJ," "
nba.p.6073,Duncan,Robinson,SG,MIA,POR,MIA@POR,10:00PM EST,12,20.0,INJ," "
nba.p.6175,Tyler,Herro,SG,MIA,POR,MIA@POR,10:00PM EST,26,31.3," "," "
nba.p.6220,KZ,Okpala,PF,MIA,POR,MIA@POR,10:00PM EST,10,8.3,INJ," "
nba.p.6267,Max,Strus,SF,MIA,POR,MIA@POR,10:00PM EST,16,17.4," "," "
nba.p.6275,Caleb,Martin,SG,MIA,POR,MIA@POR,10:00PM EST,16,18.6," "," "
nba.p.6353,Gabe,Vincent,PG,MIA,POR,MIA@POR,10:00PM EST,16,17.2,INJ," "
nba.p.6511,Omer,Yurtseven,C,MIA,POR,MIA@POR,10:00PM EST,23,15.1," "," "
nba.p.6634,Marcus,Garrett,SG,MIA,POR,MIA@POR,10:00PM EST,10,6.1," "," "
nba.p.5012,Damian,Lillard,PG,POR,MIA,MIA@POR,10:00PM EST,39,39.9,O," "
nba.p.5155,Cody,Zeller,C,POR,MIA,MIA@POR,10:00PM EST,10,12.7,INJ," "
nba.p.5158,Ben,McLemore,SG,POR,MIA,MIA@POR,10:00PM EST,10,10.6," "," "
nba.p.5161,CJ,McCollum,SG,POR,MIA,MIA@POR,10:00PM EST,33,35.7,INJ," "
nba.p.5190,Tony,Snell,SG,POR,MIA,MIA@POR,10:00PM EST,10,5.9," "," "
nba.p.5253,Robert,Covington,PF,POR,MIA,MIA@POR,10:00PM EST,16,20.9," "," "
nba.p.5327,Jusuf,Nurkic,C,POR,MIA,MIA@POR,10:00PM EST,24,31.6," "," "
nba.p.5487,Larry,Nance Jr.,PF,POR,MIA,MIA@POR,10:00PM EST,18,20.0,GTD," "
nba.p.5506,Norman,Powell,SF,POR,MIA,MIA@POR,10:00PM EST,27,27.8," "," "
nba.p.5822,Dennis,Smith Jr.,PG,POR,MIA,MIA@POR,10:00PM EST,15,16.6," "," "
nba.p.6035,Anfernee,Simons,PG,POR,MIA,MIA@POR,10:00PM EST,17,19.6," "," "
nba.p.6213,Nassir,Little,SF,POR,MIA,MIA@POR,10:00PM EST,13,21.1," "," "
nba.p.6330,Keljin,Blevins,PG,POR,MIA,MIA@POR,10:00PM EST,10,2.2," "," "
nba.p.6438,CJ,Elleby,SF,POR,MIA,MIA@POR,10:00PM EST,10,5.5," "," "
nba.p.6449,Reggie,Perry,C,POR,MIA,MIA@POR,10:00PM EST,10,12.2," "," "
nba.p.6585,Greg,Brown,PF,POR,MIA,MIA@POR,10:00PM EST,10,4.9," "," "
nba.p.6604,Trendon,Watford,SF,POR,MIA,MIA@POR,10:00PM EST,10,5.9," "," "
nba.p.6662,Cameron,McGriff,SF,POR,MIA,MIA@POR,10:00PM EST,11,13.2,INJ," "
nba.p.6679,Brandon,Williams,PG,POR,MIA,MIA@POR,10:00PM EST,10,6.7,INJ," "
nba.p.6680,Jarron,Cumberland,SG,POR,MIA,MIA@POR,10:00PM EST,10,2.4," "," "
nba.p.6243,Kyle,Guy,PG,MIA,POR,MIA@POR,10:00PM EST,11,23.7," "," "
nba.p.6286,Aric,Holman,PF,MIA,POR,MIA@POR,10:00PM EST,10,0.0," "," "
nba.p.6155,Haywood,Highsmith,SG,MIA,POR,MIA@POR,10:00PM EST,10,6.9," "," "
nba.p.4496,Mario,Chalmers,SG,MIA,POR,MIA@POR,10:00PM EST,10,0.0," "," "
nba.p.5319,Nik,Stauskas,SF,MIA,POR,MIA@POR,10:00PM EST,10,8.0," "," "
nba.p.6258,Chris,Silva,C,MIA,POR,MIA@POR,10:00PM EST,10,9.1," "," "
